book_id,Title,Author,Publication Year
696340,Leaf Man,Lois Ehlert,2005
702086,"Carbonel: The King of Cats (Carbonel, #1)",Barbara Sleigh,2004
705257,Father Christmas,Raymond Briggs,1997
707616,The Year of Miss Agnes,Kirkpatrick Hill,No year listed
707710,Six-Dinner Sid,Inga Moore,1993
712305,The Aurora County All-Stars,Deborah Wiles,2007
716162,The Adventures of Captain Underpants (Captain Underpants #1),Dav Pilkey,1997
716530,Edward the Emu,Sheena Knowles,1998
722864,"Inside the Human Body (The Magic School Bus, #3)",Joanna Cole,1990
722946,"Meet Josefina: An American Girl (American Girls: Josefina, #1)",Valerie Tripp,1997
724174,There's an Alligator under My Bed,Mercer Mayer,1987
725805,Song of the Water Boatman and Other Pond Poems,Joyce Sidman,2005
725992,Eloise in Paris,Kay Thompson,No year listed
727428,The Best School Year Ever (The Herdmans #2),Barbara Robinson,2005
728232,The Little Prince,Antoine de Saint-Exupery,1971
731289,When Dinosaurs Came with Everything,Elise Broach,2007
735693,"The Twins at St Clare's (St Clare's, #1)",Enid Blyton,1998
736347,Big Fat Hen,Keith  Baker,1999
737171,My Big Little Golden Book About God,Jane Werner Watson,2006
742272,Bloomability,Sharon Creech,2012
742811,"Just William (Just William, #1)",Richmal Crompton,No year listed
761190,Ira Sleeps Over,Bernard Waber,1975
762101,"Ralph S. Mouse (Ralph S. Mouse, #3)",Beverly Cleary,2014
762459,Ben's Trumpet,Rachel Isadora,1991
763489,"The Story of the Amulet (Five Children, #3)",E. Nesbit,1996
764166,Katy and the Big Snow,Virginia Lee Burton,1974
764302,Jenny and the Cat Club: A Collection of Favorite Stories about Jenny Linsky,Esther Averill,No year listed
765654,Ish,Peter H. Reynolds,2004
766020,The Rainbow Fish,Marcus Pfister,1992
769952,"Mrs. Piggle-Wiggle's Farm (Mrs. Piggle Wiggle, #3)",Betty MacDonald,1985
769954,"Inside the Earth (The Magic School Bus, #2)",Joanna Cole,1989
770038,Is Your Mama a Llama?,Deborah Guarino,1997
770040,Llama Llama Mad at Mama,Anna Dewdney,No year listed
773276,"Good Night, Gorilla",Peggy Rathmann,1996
774001,Amelia Bedelia  (Amelia Bedelia #1),Peggy Parish,2012
774631,"Kristy's Big Day (The Baby-Sitters Club, #6)",Ann M. Martin,1995
774705,The True Story of the 3 Little Pigs!,Jon Scieszka,No year listed
775597,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",Esphyr Slobodkina,2015
776049,Only One You,Linda Kranz,No year listed
779021,The Happy Prince and Other Tales,Oscar Wilde,1995
781564,The Leaf Men and the Brave Good Bugs,William Joyce,1996
782593,When Charlie McButton Lost Power,Suzanne Collins,2005
782854,Eloise,Kay Thompson,No year listed
783963,The Girl Who Spun Gold,Virginia Hamilton,2000
784672,My Very First Mother Goose,No listed author,1996
784715,Dr. Seuss's ABC (Beginner Books B-30),Dr. Seuss,2005
784726,Abel's Island,William Steig,No year listed
789344,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",Donald J. Sobol,1985
793903,Shen of the Sea: Chinese Stories for Children,Arthur Bowie Chrisman,1968
799073,"Molly Moon Stops the World (Molly Moon, #2)",Georgia Byng,2005
803982,The Talking Eggs,Robert D. San Souci,1989
807968,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",Georgia Byng,2004
809653,Sport (Harriet the Spy #3),Louise Fitzhugh,2002
809849,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2007
811027,To Every Thing There Is A Season,Diane Dillon,1998
813889,"Secret Identity (Shredderman, #1)",Wendelin Van Draanen,2006
814357,The Name Jar,Yangsook Choi,No year listed
814858,The Little Red Fish,Taeeun Yoo,2007
815263,Quick as a Cricket,Audrey Wood,2001
815985,Hippos Go Berserk!,Sandra Boynton,2000
816223,The Borrowers Aloft (The Borrowers #4),Mary Norton,1997
817982,Stone Fox,John Reynolds Gardiner,2010
819667,Snowmen at Night,Caralyn Buehner,No year listed
820075,"The Frog Prince, Continued",Jon Scieszka,1994
820274,It Looked Like Spilt Milk,Charles G. Shaw,1988
820517,"Joey Pigza Swallowed the Key (Joey Pigza, #1)",Jack Gantos,2001
820588,Counting Kisses: A Kiss & Read Book,Karen Katz,2003
820863,"Henry and Mudge - The First Book (Henry and Mudge, #1)",Cynthia Rylant,1996
821003,"When We Were Very Young (Winnie-the-Pooh, #3)",A.A. Milne,No year listed
821018,Just Grandma and Me,Mercer Mayer,2001
821099,"The Story Girl (The Story Girl, #1)",L.M. Montgomery,No year listed
821430,Hug,Jez Alborough,2001
822370,The Big Wave,Pearl S. Buck,1986
822392,"Ginger Pye (The Pyes, #1)",Eleanor Estes,2000
824239,The Recess Queen,Alexis O'Neill,2002
824734,"Dinosaurs Before Dark (Magic Tree House, #1)",Mary Pope Osborne,2010
824790,"The Curse of the Cheese Pyramid (Geronimo Stilton, #2)",Geronimo Stilton,2004
825576,The Saggy Baggy Elephant,Kathryn Jackson,No year listed
825679,"The World According to Humphrey (According to Humphrey, #1)",Betty G. Birney,2005
826281,Sam and the Firefly,P.D. Eastman,1958
826582,If You Take a Mouse to School,Laura Joffe Numeroff,2002
827430,Ben and Me: An Astonishing Life of Benjamin Franklin by His Good Mouse Amos,No listed author,1988
827501,Where Is Baby's Belly Button?,Karen Katz,2000
829315,Duke Ellington: The Piano Prince and His Orchestra,Andrea Davis Pinkney,1999
830942,Fairyopolis: A Flower Fairies Journal,Cicely Mary Barker,No year listed
831386,The Night Before Kindergarten,Natasha Wing,2001
831842,Behind the Attic Wall,Sylvia Cassedy,1985
833060,Smoky the Cow Horse,Will James,1993
833228,Anansi the Spider: A Tale from the Ashanti,Gerald McDermott,1987
833229,Anansi and the Moss-Covered Rock,Eric A. Kimmel,1988
833549,"Frog and Toad All Year (Frog and Toad, #3)",Arnold Lobel,1984
834688,The Library Dragon,Carmen Agra Deedy,1994
835027,Christmas Tapestry,Patricia Polacco,2002
835225,"Captain Underpants and the Big Bad Battle of the Bionic Booger Boy, Part 2: Revenge of the Ridiculous Robo-Boogers (Captain Underpants, #7)",Dav Pilkey,No year listed
835306,Boxes for Katje,Candace Fleming,No year listed
838161,Mr. Tickle,Roger Hargreaves,2003
839263,David Goes To School,David Shannon,1999
841110,The Fall of Freddie the Leaf: A Story Of Life For All Ages,Leo F. Buscaglia,1982
842068,The Best Halloween Ever (The Herdmans #3),Barbara Robinson,2006
843019,Eating the Alphabet,Lois Ehlert,1996
843193,Hooray For Fish!,Lucy Cousins,2005
843610,Superdog: The Heart of a Hero,Caralyn Buehner,2004
843918,I Took My Frog to the Library,Eric A. Kimmel,1992
845403,Mufaro's Beautiful Daughters: An African Tale,John Steptoe,1987
849065,Bridge to Terabithia,Katherine Paterson,2017
850246,Best Friends,Jacqueline Wilson,2005
854252,"Little House on Rocky Ridge (Little House: The Rocky Ridge Years, #1)",Roger Lea MacBride,1993
857445,Officer Buckle & Gloria,Peggy Rathmann,No year listed
858037,Danny and the Dinosaur (An I Can Read Book),Syd Hoff,1978
858513,Chrysanthemum,Kevin Henkes,2008
858514,Wemberly Worried,Kevin Henkes,2000
858590,The Gardener,Sarah Stewart,1997
858719,Clifford the Big Red Dog,No listed author,1995
860559,"Mystery of the Ivory Charm (Nancy Drew Mystery Stories, #13)",Carolyn Keene,1974
860560,"The Clue of the Broken Locket (Nancy Drew Mystery Stories, #11)",Carolyn Keene,1965
860744,Pete's a Pizza,William Steig,1998
860745,Dominic,William Steig,1984
861167,Peter and the Starcatchers (Starcatchers Series),Dave Barry,No year listed
861358,"Ghost Town at Sundown (Magic Tree House, #10)",Mary Pope Osborne,2010
861999,"The Mystery at Lilac Inn (Nancy Drew Mystery Stories, #4)",Carolyn Keene,1961
862004,"The Clue in the Crumbling Wall (Nancy Drew Mystery Stories, #22)",Carolyn Keene,1945
865736,"The Werewolf of Fever Swamp (Goosebumps, #14)",R.L. Stine,No year listed
871555,Aliens Love Underpants,Claire Freedman,2007
878243,"Just Grace (Just Grace, #1)",Charise Mericle Harper,No year listed
880488,Tails,Matthew Van Fleet,2003
883051,Tacky the Penguin,Helen Lester,1990
885187,The Doorbell Rang,Pat Hutchins,1989
887573,Something From Nothing,Phoebe Gilman,1993
889744,Dear Mrs. LaRue: Letters from Obedience School,Mark Teague,2003
892095,"Arabel's Raven (Arabel and Mortimer, #1)",Joan Aiken,2001
894072,The Little Red Caboose,Marian Potter,No year listed
897296,Too Many Tamales,Gary Soto,1996
897680,"When Sophie Gets Angry -- Really, Really Angry",Molly Bang,1999
899588,Monkey And Me,Emily Gravett,2007
899602,Are You My Mother? (Beginner Books B-18),P.D. Eastman,1988
900087,The Big Honey Hunt,Stan Berenstain,1962
900135,"Jump, Frog, Jump!",Robert Kalan,1989
900274,The Year of the Perfect Christmas Tree: An Appalachian Story,Gloria Houston,1996
904372,The Dark Frigate,Charles Boardman Hawes,1996
904892,Pumpkin Soup: A Picture Book,Helen Cooper,No year listed
904965,"After the Storm (Heartland, #2)",Lauren Brooke,2000
906543,The Family Under the Bridge,Natalie Savage Carlson,1989
908958,"Red Leaf, Yellow Leaf",Lois Ehlert,1991
910352,Picture This: How Pictures Work,Molly Bang,2000
912131,Are We There Yet?: A Journey Around Australia,Alison Lester,2006
914135,Starting with Alice (Alice Prequels #1),Phyllis Reynolds Naylor,2004
920576,When I Was Young in the Mountains (Reading rainbow book),Cynthia Rylant,No year listed
921651,Just Go to Bed,Mercer Mayer,2001
925723,Chugga-Chugga Choo-Choo,Kevin Lewis,1999
930612,"Judy Moody (Judy Moody, # 1)",Megan McDonald,2010
934685,There's a Wocket in my Pocket!,Dr. Seuss,No year listed
934700,In a People House,Dr. Seuss,2007
936617,Traction Man Is Here!,Mini Grey,No year listed
944661,If...,Sarah   Perry,1995
948275,How My Parents Learned to Eat,Ina R. Friedman,1987
948526,"The Knight at Dawn (Magic Tree House, #2)",Mary Pope Osborne,1993
948527,"Polar Bears Past Bedtime (Magic Tree House, #12)",Mary Pope Osborne,2003
948528,"Sunset of the Sabertooth (Magic Tree House, #7)",Mary Pope Osborne,No year listed
949498,The Best Pet of All,David LaRochelle,No year listed
953411,Cowboy and Octopus,Jon Scieszka,No year listed
958173,What Jamie Saw,Carolyn Coman,1997
958211,One Fine Day,Nonny Hogrogian,No year listed
958275,"Junie B. Jones Is Captain Field Day (Junie B. Jones, #16)",Barbara Park,No year listed
958277,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",Barbara Park,1992
958280,"Junie B. Jones and the Yucky Blucky Fruitcake (Junie B. Jones, #5)",Barbara Park,No year listed
958281,"Junie B. Jones Has a Monster Under Her Bed (Junie B. Jones, #8)",Barbara Park,1997
959433,"The Fairy's Mistake (The Princess Tales, #1)",Gail Carson Levine,1999
961711,I Wanna Iguana,Karen Kaufman Orloff,2004
961949,Nate the Great,Marjorie Weinman Sharmat,1977
962781,"The Dragons of Blueland (My Father's Dragon, #3)",Ruth Stiles Gannett,1987
963735,AlphaOops!: The Day Z Went First,Alethea Kontis,2006
966719,The Canning Season,Polly Horvath,No year listed
974563,The Neighborhood Mother Goose (Ala Notable Children's Books. Younger Readers (Awards)),Nina Crews,2003
977597,"The Homework Machine (The Homework Machine, #1)",Dan Gutman,No year listed
987587,The Crippled Lamb,Max Lucado,1994
988170,Tawny Scrawny Lion,Kathryn Jackson,2001
1004335,"The Worst Witch Saves the Day (Worst Witch, #5)",Jill Murphy,2006
1007394,Rainstorm,Barbara Lehman,2007
1010609,The Lady and the Lion: A Brothers Grimm Tale,Jacqueline K. Ogburn,No year listed
1018277,Santa Claus the World's Number One Toy Expert,Marla Frazee,2005
1024465,Whistle for Willie,Ezra Jack Keats,1964
1025223,"Shipwreck (Island, #1)",Gordon Korman,2001
1025319,"Happy Birthday, Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #5)",Betty MacDonald,2007
1025560,"Sam, Bangs & Moonshine",Evaline Ness,1971
1027298,Santa Calls,William Joyce,1993
1027760,Madeline and the Bad Hat,Ludwig Bemelmans,1957
1030796,Fred Stays With Me!,Nancy Coffelt,2007
1033206,Mr. Putter & Tabby Pour the Tea,Cynthia Rylant,1994
1033674,The Same Stuff as Stars,Katherine Paterson,2004
1037190,Harry by the Sea,Gene Zion,1976
1042367,"A Bad Spell for the Worst Witch (Worst Witch, #3)",Jill Murphy,No year listed
1049070,"Olive, the Other Reindeer",Vivian Walsh,1997
1056642,The Haunted Playground,Shaun Tan,2007
1060753,'Twas The Night Before Thanksgiving,Dav Pilkey,2004
1061388,"The Hidden Stairs and the Magic Carpet (The Secrets of Droon, #1)",Tony Abbott,1999
1066391,I Went Walking,Sue     Williams,1996
1069576,Twenty and Ten,Claire Huchet Bishop,1978
1069585,Waking Beauty,Leah Wilcox,No year listed
1076040,Anno's Counting Book,Mitsumasa Anno,1977
1076322,The Tailypo: A Ghost Story,Joanna Galdone,1984
1077808,Shadow Of A Bull,Maia Wojciechowska,2007
1086428,The Dirty Cowboy,Amy Timberlake,2003
1096163,I'm the Biggest Thing in the Ocean!,Kevin Sherry,No year listed
1099097,The Tiger Who Came to Tea,Judith Kerr,1992
1106532,Jack and Jill,Louisa May Alcott,1999
1110034,The Kiss That Missed,David Melling,2002
1111741,George's Secret Key to the Universe,Lucy Hawking,2007
1116594,...And Now Miguel,Joseph Krumgold,1984
1120838,Cinderella Skeleton,Robert D. San Souci,2000
1121740,The Ugly Pumpkin,Dave Horowitz,No year listed
1121913,"Dog and Bear: Two Friends, Three Stories",Laura Vaccaro Seeger,2007
1128849,Arnie the Doughnut,Laurie Keller,No year listed
1140802,Secret of the Andes,Ann Nolan Clark,1976
1142856,Hurry! Hurry!,Eve Bunting,2007
1146002,What! Cried Granny,Kate Lum,2002
1146734,Beautiful Blackbird,Ashley Bryan,2003
1158158,What are You So Grumpy About?,Tom Lichtenheld,2003
1165509,"Lost Treasure of the Emerald Eye (Geronimo Stilton, #1)",Geronimo Stilton,2004
1167695,Book! Book! Book!,Deborah Bruss,2001
1194303,"Stay Out of the Basement (Goosebumps, #2)",R.L. Stine,1992
1197646,"Parts (Parts, #1)",Tedd Arnold,2000
1220937,100 Best Books for Children,Anita Silvey,2004
1235078,Rain Makes Applesauce,Julian Scheer,1964
1237630,Five Minutes' Peace,Jill Murphy,1999
1251838,Red Sails to Capri,Ann Weil,1988
1258121,"The Lemonade War (The Lemonade War, #1)",Jacqueline Davies,2007
1270173,"Cinderella, or the Little Glass Slipper",Charles Perrault,1971
1271408,"The Wild One (Phantom Stallion, #1)",Terri Farley,2002
1293622,I Love Saturdays y Domingos,Alma Flor Ada,2002
1296415,Mouse Paint,Ellen Stoll Walsh,1995
1306065,"Season of the Sandstorms (Magic Tree House, #34)",Mary Pope Osborne,2005
1306493,From the Mixed-up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,2007
1309651,Woolvs in the Sitee,Margaret Wild,2007
1325218,"Scary Stories to Tell in the Dark (Scary Stories, #1)",Alvin Schwartz,1989
1328469,Goldie Socks and the Three Libearians,Jackie Mims Hopkins,No year listed
1328605,Totto-chan: Gadis Cilik di Jendela,Tetsuko Kuroyanagi,2003
1351679,Dobry,Monica Shannon,1967
1366662,Yeh-Shen: A Cinderella Story from China,Ai-Ling Louie,No year listed
1370300,The Latke Who Couldn't Stop Screaming: A Christmas Story,Lemony Snicket,No year listed
1372657,Tomas and the Library Lady,Pat Mora,2000
1378962,"Harry Potter and the Prisoner of Azkaban - Harry Potter dan Tawanan Azkaban (Harry Potter, #3)",J.K. Rowling,2001
1381691,"Emmy and the Incredible Shrinking Rat (Emmy, #1)",Lynne Jonell,2007
1415026,First the Egg,Laura Vaccaro Seeger,No year listed
1418767,Baboushka and the Three Kings,Ruth Robbins,1986
1420078,Commotion in the Ocean (Picture Books),Giles Andreae,1998
1442968,Pssst!,Adam Rex,2007
1452374,Grace for President,Kelly DiPucchio,No year listed
1464412,Wabi Sabi,Mark Reibstein,2008
1470671,Mouse's First Fall,Lauren Thompson,2006
1492896,The Miraculous Journey of Edward Tulane - Perjalanan Ajaib Edward Tulane,Kate DiCamillo,2006
1516137,Egg Drop,Mini Grey,2003
1516451,The Tale of Despereaux - Kisah Despereaux,Kate DiCamillo,2005
1527413,The Amazing Story of Adolphus Tips,Michael Morpurgo,2005
1530799,Don't Bump the Glump! and Other Fantasies,Shel Silverstein,2014
1535111,A Crooked Kind of Perfect,Linda Urban,2007
1542872,Nurse Matilda: The Collected Tales,Christianna Brand,No year listed
1575453,The Puzzling World of Winston Breen (The Puzzling World of Winston Breen #1),Eric Berlin,2007
1582449,"What To Do About Alice?: How Alice Roosevelt Broke the Rules, Charmed the World, and Drove Her Father Teddy Crazy!",Barbara Kerley,2008
1598504,The Apple Pie That Papa Baked,Lauren Thompson,2007
1607211,Frank Was a Monster Who Wanted to Dance,Keith Graves,1999
1624581,Library Mouse (Library Mouse #1),Daniel Kirk,2007
1626753,Where I Live,Eileen Spinelli,No year listed
1653655,"Swindle (Swindle, #1)",Gordon Korman,2008
1658408,Dunia Sophie,Jostein Gaarder,2010
1660305,Just a Minute!,Yuyi Morales,2003
1661390,"100 Cupboards  (100 Cupboards, #1)",N.D. Wilson,No year listed
1717855,Mailing May,Michael O. Tunnell,1997
1724634,Previously,Allan Ahlberg,2007
1763529,Global Babies,Global Fund for Children,2007
1769580,Frog Went a-Courtin',John Langstaff,1972
1782811,Tales From Silver Lands,Charles J. Finger,1924
1846075,Uncle Bobby's Wedding,Sarah S. Brannen,2008
1873420,How Many Seeds in a Pumpkin?,Margaret McNamara,No year listed
1888530,Color Zoo,Lois Ehlert,1989
1895844,Cats' Night Out,Caroline Stutson,2010
1900124,"Uncle Montague's Tales of Terror (Tales of Terror, #1)",Chris Priestley,No year listed
1907305,Dog's Colorful Day: A Messy Story About Colors and Counting,Emma Dodd,2001
1908511,The Pigeon Wants a Puppy!,Mo Willems,2008
1913751,What Will Fat Cat Sit On?,Jan Thomas,2007
1918694,The Graphic Alphabet,David Pelletier,1996
1918706,Peppe the Lamplighter,Elisa Bartone,1993
1928405,Eleven,Patricia Reilly Giff,2008
1941283,"Four Feet, Two Sandals",Karen Lynn Williams,2007
1969280,"Iggy Peck, Architect",Andrea Beaty,2007
2011708,Zen Ties,Jon J. Muth,2008
2029842,There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro,2003
2036659,My Sister Jodie,Jacqueline Wilson,2008
2043328,Mercy Watson Thinks Like a Pig (Mercy Watson #5),Kate DiCamillo,2008
2079076,Not a Stick,Antoinette Portis,2007
2108198,Odd and the Frost Giants,Neil Gaiman,2008
2109483,A Kitten Tale,Eric Rohmann,2008
2112927,Scaredy Squirrel at the Beach,Melanie Watt,2008
2114603,The Girl in the Castle Inside the Museum,Kate Bernheimer,2008
2137440,Putri Si Pembuat Kembang Api,Philip Pullman,2007
2137777,"The Cat: Or, How I Lost Eternity",Jutta Richter,2007
2139851,Velma Gratch and the Way Cool Butterfly,Alan Madison,2007
2140425,Maybe a Bear Ate It!,Robie H. Harris,2008
2140514,Gallop!,Rufus Butler Seder,2007
2155382,Animals of the Bible: A Picture Book,No listed author,1997
2159225,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",Trenton Lee Stewart,2008
2186644,Mei Li,Thomas Handforth,1955
2189110,Penyihir Mencari Istri,Eva Ibbotson,2002
2189216,The Magic Finger: Jari Ajaib,Roald Dahl,2003
2192340,"Nurk: The Strange, Surprising Adventures of a (Somewhat) Brave Shrew",Ursula Vernon,2008
2200542,"The Calder Game (Chasing Vermeer, #3)",Blue Balliett,2008
2205204,The Mozart Question,Michael Morpurgo,2007
2210405,"Hush, Little Dragon",Boni Ashburn,2008
2216751,"The Absent Author (A to Z Mysteries, #1)",Ron Roy,1997
2225602,"Thump, Quack, Moo: A Whacky Adventure",Doreen Cronin,No year listed
2242634,"I Will Surprise My Friend! (Elephant & Piggie, #6)",Mo Willems,2008
2251041,The Water Horse,Dick King-Smith,No year listed
2262162,Silent Music: A Story of Baghdad,James Rumford,2008
2267075,Greetings from Nowhere (Frances Foster Books),Barbara O'Connor,No year listed
2269302,Never Take a Shark to the Dentist (and Other Things Not to Do),Judi Barrett,2008
2272515,Heck: Where the Bad Kids Go,Dale E. Basye,No year listed
2277310,"The Way Back Home (The Boy, #3)",Oliver Jeffers,No year listed
2277330,Jumpy Jack & Googily,Meg Rosoff,No year listed
2289270,The Seals on the Bus,Lenny Hort,2000
2306877,The Big Snow,Berta Hader,1967
2321892,"Elf on the Shelf (The Elf on the Shelf: A Christmas Tradition, Volume 1)",Carol V. Aebersold,No year listed
2350460,My One Hundred Adventures (My One Hundred Adventures #1),Polly Horvath,2008
2380834,Planting the Trees of Kenya: The Story of Wangari Maathai (Frances Foster Books),Claire A. Nivola,2008
2427936,How I Learned Geography,Uri Shulevitz,No year listed
2435377,"Help Me, Mr. Mutt!: Expert Answers for Dogs with People Problems",Janet Stevens,2008
2451036,"I Love My New Toy! (Elephant & Piggie, #5)",Mo Willems,2008
2451090,"The Robe of Skulls (Tales from the Five Kingdoms, #1)",Vivian French,2007
2453640,No No Yes Yes (Leslie Patricelli board books),Leslie Patricelli,2010
2466135,Traction Man Meets Turbo Dog,Mini Grey,2008
2470608,Dulu Aku Tikus! atau Sepatu Merah,Philip Pullman,2007
2479275,"A Beginning, a Muddle, and an End: The Right Way to Write Writing",Avi,2008
2508878,"I Put a Spell on You: From the Files of Chrissie Woodward, Spelling Bee Detective",Adam Selzer,2008
2535732,"Toby Alone (Tobie Lolness, #1)",Timothee de Fombelle,2008
2544359,The Dragonfly Pool,Eva Ibbotson,No year listed
2546587,In a Blue Room,Jim Averbeck,2008
2582610,Monkey with a Tool Belt,Chris Monroe,2008
2586990,The Three Robbers,Tomi Ungerer,1998
2591769,"Allergic to Girls, School, and Other Scary Things (Alvin Ho, #1)",Lenore Look,2008
2619209,Duck Soup,Jackie Urbanovic,2008
2673876,"Toy Dance Party: Being the Further Adventures of a Bossyboots Stingray, a Courageous Buffalo, and a Hopeful Round Someone Called Plastic  (Toys, #2)",Emily Jenkins,No year listed
2715397,One Hen: How One Small Loan Made a Big Difference,Katie Smith Milway,2008
2743541,"Briar Beauty's Story (Ever After High, #0.3)",Shannon Hale,2013
2754093,The 100-Year-Old Secret (The Sherlock Files #1),Tracy Barrett,No year listed
2769831,A Couple of Boys Have the Best Week Ever,Marla Frazee,2008
2776952,Snoring Beauty,Bruce Hale,2008
2805656,"A Visitor for Bear (Bear and Mouse, #1)",Bonny Becker,2008
2832782,The Cow That Laid an Egg,Andy Cutbill,2008
2836571,Celebritrees: Historic & Famous Trees of the World,Margi Preus,2011
2848345,How to Heal a Broken Wing,Bob Graham,2008
2855642,Ladybug Girl,David Soman,No year listed
2859449,Big Bad Bunny,Franny Billingsley,2008
2865813,"Louise, The Adventures of a Chicken",Kate DiCamillo,2008
2874727,Where's My Mummy?,Carolyn Crimi,2008
2880444,Just in Case,Yuyi Morales,No year listed
2881389,Beware of the Frog,William Bee,2008
2884758,Masterpiece,Elise Broach,No year listed
2889099,"The Runaway Dolls (Doll People, #3)",Ann M. Martin,2008
2904330,"Are You Ready to Play Outside? (Elephant & Piggie, #7)",Mo Willems,2008
2904905,Big Plans,Bob Shea,2008
2921431,"E. Aster Bunnymund and the Warrior Eggs at the Earth's Core (The Guardians, #2)",William Joyce,2012
2927626,Science Fair,Dave Barry,2008
2930911,"Hate That Cat (Jack, #2)",Sharon Creech,2008
2934112,"Tales of Terror from the Black Ship (Tales of Terror, #2)",Chris Priestley,No year listed
2936121,Pete & Pickles,Berkeley Breathed,2008
2950249,I'm Bad!,Kate McMullan,2008
2953103,School Spirit (Suddenly Supernatural #1),Elizabeth Cody Kimmel,2008
2975870,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2007
3002251,Imagine a Place,Sarah L. Thomson,2008
3002254,That Book Woman,Heather Henson,2008
3002258,The Last Invisible Boy,Evan Kuhlman,2008
3002299,I Got Two Dogs,John Lithgow,2008
3017992,Madam President,Lane Smith,2008
3060118,Truckery Rhymes,Jon Scieszka,2009
3068583,Bone Soup,Cambria Evans,2008
3077977,"Never Glue Your Friends to Chairs (Roscoe Riley Rules, #1)",Katherine Applegate,No year listed
3097745,"The Dragon in the Sock Drawer (Dragon Keepers, #1)",Kate Klimo,No year listed
3112847,Vunce Upon a Time,J. Otto Seibold,2008
3118349,One,Kathryn Otoshi,2008
3124179,Ten Little Fingers and Ten Little Toes,Mem Fox,2008
3128709,"Kitty Cat, Kitty Cat, Are You Waking Up?",Bill Martin Jr.,2008
3132147,The Little Prince - Pangeran Kecil,Antoine de Saint-Exupery,2003
3133562,There Are Cats in This Book,Viviane Schwarz,2008
3137945,Wait Till Helen Comes: A Ghost Story,Mary Downing Hahn,2008
3149934,"Abe Lincoln Crosses a Creek: A Tall, Thin Tale",Deborah Hopkinson,2008
3155707,The Penderwicks - Keluarga Penderwick,Jeanne Birdsall,2008
3157876,Do-It-Yourself Book,Jeff Kinney,2008
3168029,The Moon Over Star,Dianna Hutts Aston,No year listed
3171606,Wave,Suzy Lee,2008
3192597,Big Words for Little People,Jamie Lee Curtis,2008
3194431,Goodnight Goon: a Petrifying Parody,Michael Rex,No year listed
3198720,Harlem,Walter Dean Myers,1997
3217358,Not Norman: A Goldfish Story,Kelly Bennett,2008
3226235,Where's My Mom?,Julia Donaldson,No year listed
3231457,Chicken Cheeks,Michael Ian Black,2009
3236223,Chester's Back!,Melanie Watt,2008
3238642,A River of Words: The Story of William Carlos Williams,Jennifer Fisher Bryant,2008
3249123,Ducks Don't Wear Socks,John Nedwidek,No year listed
3265484,The Composer is Dead,Lemony Snicket,2009
3278963,Posy,Linda Newbery,No year listed
3280062,Wonder Bear,Tao Nyeu,No year listed
3284192,Zorgamazoo,Robert Paul Weston,No year listed
3287761,Grumpy Cat,Britta Teckentrup,2008
3293749,Cookie,Jacqueline Wilson,2008
3293821,"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,2009
3304291,Listen to the Wind: The Story of Dr. Greg & Three Cups of Tea,Greg Mortenson,2009
3307780,"United Tweets of America: 50 State Birds, Their Stories, Their Glories",Hudson Talbott,2008
3308857,Those Darn Squirrels!,Adam Rubin,2008
3315140,Ladybug Girl and Bumblebee Boy,David Soman,No year listed
3321722,Knucklehead: Tall Tales and Almost True Stories of Growing up Scieszka,Jon Scieszka,No year listed
3334563,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",Cornelia Funke,2008
3357906,Katie Loves the Kittens,John Himmelman,No year listed
3360369,The Serial Garden: The Complete Armitage Family Stories,Joan Aiken,2008
3367827,The Little Yellow Leaf,Carin Berger,2008
3375373,Too Many Toys,David Shannon,2008
3377988,Born to Read,Judy Sierra,No year listed
3388147,Stinky,No listed author,2008
3392898,"Dandelion Fire (100 Cupboards, #2)",N.D. Wilson,No year listed
3408251,Mudville,Kurtis Scaletta,No year listed
3418156,Kenny and the Dragon,Tony DiTerlizzi,2008
3463007,"10,000 Dresses",Marcus Ewert,2008
3467394,The Little Bit Scary People,Emily Jenkins,2008
3476560,The Black Book of Colors,Menena Cottin,2008
3484385,Little Beauty,Anthony Browne,2010
3485600,South,Patrick McDonnell,2008
3486558,My Name Is Not Isabella,Jennifer Fosberry,2008
3601939,Setelah Aku Pergi - Ways to Live Forever,Sally Nicholls,2008
3607393,"Flood and Fang (The Raven Mysteries, #1)",Marcus Sedgwick,2009
3626273,Coretta Scott,Ntozake Shange,2009
3819244,A Pirate's Night Before Christmas,Philip Yates,2008
3906618,A Penguin Story,Antoinette Portis,2008
3906643,"Lucky Breaks (The Hard Pan Trilogy, #2)",Susan Patron,2009
